Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-10-05 00:00:00+05:30,29.246882194513173,35.66295790351814,27.08104880255562,32.76432418823242,855215656,0.0,0.0
2007-10-08 00:00:00+05:30,33.87166619203882,33.87166619203882,30.89161039740295,31.087024688720703,126671715,0.0,0.0
2007-10-09 00:00:00+05:30,31.10330653573289,33.49712160074298,29.42600904713393,33.204002380371094,116725709,0.0,0.0
2007-10-10 00:00:00+05:30,34.06707568453646,34.19735260508341,33.22028564022043,33.513404846191406,67931378,0.0,0.0
2007-10-11 00:00:00+05:30,39.082694381182684,39.082694381182684,33.2202915492374,37.25883483886719,106320954,0.0,0.0
2007-10-12 00:00:00+05:30,36.47717852278174,38.39874282821,36.15148950771119,37.014564514160156,99410791,0.0,0.0
2007-10-15 00:00:00+05:30,37.7799302339115,38.0079142851918,37.17740474190455,37.50309371948242,41814972,0.0,0.0
2007-10-16 00:00:00+05:30,37.55195455916309,41.98133094318891,37.29140508595709,41.32994842529297,138614496,0.0,0.0
2007-10-17 00:00:00+05:30,37.12855265426301,45.59646615692953,34.55560838014402,44.554264068603516,204876259,0.0,0.0
2007-10-18 00:00:00+05:30,45.27078630817075,48.674238611807915,41.15082075254288,42.990962982177734,146617799,0.0,0.0
2007-10-19 00:00:00+05:30,42.013888916230684,44.5868354939241,40.711132944715914,42.844398498535156,110266491,0.0,0.0
2007-10-22 00:00:00+05:30,41.98133293385667,43.59349115846491,40.873986576621924,42.274452209472656,72253405,0.0,0.0
2007-10-23 00:00:00+05:30,43.316646292069215,45.69417866762697,43.316646292069215,45.28706741333008,74594921,0.0,0.0
2007-10-24 00:00:00+05:30,46.24784818302195,46.736386114702796,44.082017153375105,44.58683776855469,63055170,0.0,0.0
2007-10-25 00:00:00+05:30,43.07237266119985,45.53132689494293,39.29437994114998,44.48912048339844,34522489,0.0,0.0
2007-10-26 00:00:00+05:30,45.2707783971412,46.55725167326047,44.049444685929096,45.8244514465332,62370025,0.0,0.0
2007-10-29 00:00:00+05:30,46.5735392940502,47.876295267245474,46.345555231765154,46.75266647338867,43657697,0.0,0.0
2007-10-30 00:00:00+05:30,47.38776483077666,49.08134505459429,45.987299418887496,47.79487609863281,79921711,0.0,0.0
2007-10-31 00:00:00+05:30,48.03913282775214,49.862991810375114,47.87628835461508,48.78821563720703,44655368,0.0,0.0
2007-11-01 00:00:00+05:30,49.993264634550435,50.36780602526181,47.30633092833917,47.6971549987793,50632492,0.0,0.0
2007-11-02 00:00:00+05:30,45.971013077433774,48.85336150800732,45.59646720685513,48.560237884521484,32001693,0.0,0.0
2007-11-05 00:00:00+05:30,48.52767323684086,50.64465169254148,48.23454960902288,49.553592681884766,38833135,0.0,0.0
2007-11-06 00:00:00+05:30,50.41666827827937,53.380439037837846,49.52102353551081,50.20497131347656,81880281,0.0,0.0
2007-11-07 00:00:00+05:30,51.133182634723674,51.849695733567586,48.36482633058071,49.47216796875,33593141,0.0,0.0
2007-11-08 00:00:00+05:30,48.20199129829345,49.944428550335246,47.55061321659112,48.62538528442383,27990521,0.0,0.0
2007-11-12 00:00:00+05:30,47.159784701274546,50.67722900044068,45.87331122018983,49.79786682128906,35153735,0.0,0.0
2007-11-13 00:00:00+05:30,50.644638823625336,52.01252959695319,49.03247695003908,50.986610412597656,43830531,0.0,0.0
2007-11-14 00:00:00+05:30,51.88227141198192,52.59878900970871,50.05841205021914,50.318965911865234,36738579,0.0,0.0
2007-11-15 00:00:00+05:30,51.263453515008976,52.061393215962646,50.20496441891569,51.165748596191406,29242252,0.0,0.0
2007-11-16 00:00:00+05:30,50.93778895061725,51.96370875915337,50.221271144766575,50.80751419067383,18895294,0.0,0.0
2007-11-19 00:00:00+05:30,51.96368866652948,54.55291784554186,51.57286453781788,52.64763641357422,40716718,0.0,0.0
2007-11-20 00:00:00+05:30,52.43592993294539,53.90153008861515,51.198309373249906,51.833404541015625,26342171,0.0,0.0
2007-11-21 00:00:00+05:30,52.14282532282457,52.45222723593127,46.63867744745735,47.79487609863281,26814499,0.0,0.0
2007-11-22 00:00:00+05:30,47.29005809756353,49.211626922319226,44.14715981897463,46.150146484375,34096185,0.0,0.0
2007-11-23 00:00:00+05:30,49.179035299760685,49.504724187492116,46.44324510886607,49.211605072021484,27664090,0.0,0.0
2007-11-26 00:00:00+05:30,51.03547826454066,51.03547826454066,49.211623349794195,49.602447509765625,20159123,0.0,0.0
2007-11-27 00:00:00+05:30,50.44923712335058,50.44923712335058,47.87629497545888,48.38111114501953,20573198,0.0,0.0
2007-11-28 00:00:00+05:30,49.43959948074518,49.66758353755488,47.33890375744297,47.66459274291992,16435311,0.0,0.0
2007-11-29 00:00:00+05:30,48.8533654464132,49.11391489113904,45.775602491209334,46.37812805175781,25530967,0.0,0.0
2007-11-30 00:00:00+05:30,47.224917322350976,48.46253373100352,46.57353933517812,48.16941452026367,18437721,0.0,0.0
2007-12-03 00:00:00+05:30,48.75566510827893,49.45590015317883,48.381123555679025,48.85337448120117,16851227,0.0,0.0
2007-12-04 00:00:00+05:30,49.179053693271534,49.58616495519995,47.860010554159544,48.21826934814453,14008727,0.0,0.0
2007-12-05 00:00:00+05:30,48.29968959880297,50.318963141257285,48.201984666965394,50.13983154296875,27725290,0.0,0.0
2007-12-06 00:00:00+05:30,51.230873525493394,51.9962432951499,48.57650997396989,49.211605072021484,24104710,0.0,0.0
2007-12-07 00:00:00+05:30,49.52103858782055,50.22126926151956,48.12057724042252,48.999935150146484,11742386,0.0,0.0
2007-12-10 00:00:00+05:30,49.47215708507113,49.651284216014986,48.41366814282103,49.048763275146484,8330010,0.0,0.0
2007-12-11 00:00:00+05:30,49.488461564276854,49.765298139229614,48.57653399466352,48.82080078125,11685950,0.0,0.0
2007-12-12 00:00:00+05:30,48.20197730088921,49.22789659816493,47.87628835461508,48.78821563720703,16342131,0.0,0.0
2007-12-13 00:00:00+05:30,48.85336493540629,49.50474295784744,47.79487564893942,47.974002838134766,14620172,0.0,0.0
2007-12-14 00:00:00+05:30,47.811157266783574,48.25083830561857,47.25748419307435,47.50175094604492,10991851,0.0,0.0
2007-12-17 00:00:00+05:30,47.778594904031785,48.039148798134406,43.96803119884534,44.63569641113281,19355678,0.0,0.0
2007-12-18 00:00:00+05:30,44.1308518249004,45.922140654753775,43.05608029396362,44.44025802612305,21607783,0.0,0.0
2007-12-19 00:00:00+05:30,45.873302098053095,46.26413063716678,43.25150760193712,43.62604904174805,19526912,0.0,0.0
2007-12-20 00:00:00+05:30,44.19601933845276,44.554278214647304,42.99096795964588,43.18638229370117,17105204,0.0,0.0
2007-12-24 00:00:00+05:30,43.83775172987903,45.20564737834351,43.47949292504881,44.50541687011719,16711519,0.0,0.0
2007-12-26 00:00:00+05:30,44.74967964796034,46.41069438242032,44.74967964796034,45.85702133178711,20930094,0.0,0.0
