Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-11-27 00:00:00+05:30,2.350695747448947,2.350695747448947,1.7944748312185355,2.251370668411255,21000,0.0,0.0
1998-11-30 00:00:00+05:30,2.1520462664245144,2.1851546389487186,2.052720990978729,2.1255595684051514,132000,0.0,0.0
1998-12-01 00:00:00+05:30,2.178532652607759,2.2911012609501062,2.1321809377086782,2.2447495460510254,123500,0.0,0.0
1998-12-02 00:00:00+05:30,2.22488436750684,2.277857913836083,2.1983976732787935,2.2447495460510254,75500,0.0,0.0
1998-12-03 00:00:00+05:30,2.277857913836083,2.3109662816211407,2.2315060410638514,2.2447495460510254,102000,0.0,0.0
1998-12-04 00:00:00+05:30,2.211641020392817,2.2579928931650484,2.1851543261647706,2.2447495460510254,71000,0.0,0.0
1998-12-07 00:00:00+05:30,2.2381269931793213,2.2778570189122695,2.2182618224397586,2.2381269931793213,26000,0.0,0.0
1998-12-08 00:00:00+05:30,2.238127211014302,2.251370554214248,2.138801979141604,2.145423650741577,32500,0.0,0.0
1998-12-09 00:00:00+05:30,2.178532008741442,2.2116403667413063,2.138801979141604,2.145423650741577,15000,0.0,0.0
1998-12-10 00:00:00+05:30,2.145424185370852,2.165289205121037,2.1123158191205436,2.1189374923706055,36000,0.0,0.0
1998-12-11 00:00:00+05:30,2.132181383651183,2.1454247335350325,2.065964476358751,2.092451333999634,37500,0.0,0.0
1998-12-14 00:00:00+05:30,2.1586674392857157,2.1586674392857157,2.092450709625135,2.105694055557251,18500,0.0,0.0
1998-12-15 00:00:00+05:30,2.118936899699177,2.118936899699177,2.0858285427093506,2.0858285427093506,8500,0.0,0.0
1998-12-16 00:00:00+05:30,2.0792072553541843,2.092450600596245,2.052720406996935,2.0725855827331543,43000,0.0,0.0
1998-12-17 00:00:00+05:30,2.0063685114740317,2.065963559503636,2.0063685114740317,2.0394768714904785,14000,0.0,0.0
1998-12-18 00:00:00+05:30,2.026233635206154,2.065963669338089,1.9798819287188962,1.9865036010742188,72500,0.0,0.0
1998-12-21 00:00:00+05:30,2.085829451436755,2.0924511257195664,2.0196125507354736,2.0196125507354736,35500,0.0,0.0
1998-12-22 00:00:00+05:30,2.0328558239702956,2.0328558239702956,1.986504105708255,2.0262341499328613,22000,0.0,0.0
1998-12-23 00:00:00+05:30,2.012990713119507,2.032855734356102,1.9865040181373799,2.012990713119507,20000,0.0,0.0
1998-12-24 00:00:00+05:30,1.9335302222316386,2.026233635206154,1.9335302222316386,1.9865036010742188,29000,0.0,0.0
1998-12-25 00:00:00+05:30,1.9865036010742188,1.9865036010742188,1.9865036010742188,1.9865036010742188,0,0.0,0.0
1998-12-28 00:00:00+05:30,1.9865036010742188,2.0328553075614764,1.9865036010742188,1.9865036010742188,11000,0.0,0.0
1998-12-29 00:00:00+05:30,1.9931258536042282,2.0527209221495304,1.9865041793214169,2.0196125507354736,24000,0.0,0.0
1998-12-30 00:00:00+05:30,2.0725855203461867,2.3440742475094662,2.0725855203461867,2.2579925060272217,47000,0.0,0.0
1998-12-31 00:00:00+05:30,2.251370554214248,2.251370554214248,2.1255586359416583,2.145423650741577,48500,0.0,0.0
1999-01-01 00:00:00+05:30,2.1983975292047475,2.2116408754508554,2.1388024710972617,2.1652891635894775,337500,0.0,0.0
1999-01-04 00:00:00+05:30,2.2513708336055105,2.3440742475094662,2.2513708336055105,2.2579925060272217,50000,0.0,0.0
1999-01-05 00:00:00+05:30,2.2248842643715925,2.2248842643715925,2.09907247262042,2.1189374923706055,44000,0.0,0.0
1999-01-06 00:00:00+05:30,2.165289205121037,2.165289205121037,2.085829126120297,2.1189374923706055,47000,0.0,0.0
1999-01-07 00:00:00+05:30,2.1189377977761015,2.3573182270095736,2.1189377977761015,2.2182629108428955,104000,0.0,0.0
1999-01-08 00:00:00+05:30,2.277857523292355,2.3506959199311774,2.2513708336055105,2.2579925060272217,220000,0.0,0.0
1999-01-11 00:00:00+05:30,2.3838047536804,2.416913280212669,2.2579929527757656,2.324209690093994,172500,0.0,0.0
1999-01-12 00:00:00+05:30,2.2844795280290393,2.383804628803169,2.2315059830763566,2.2712361812591553,47500,0.0,0.0
1999-01-13 00:00:00+05:30,2.2579924330170043,2.297722466262635,2.251370760809399,2.2646141052246094,25500,0.0,0.0
1999-01-14 00:00:00+05:30,2.224884271621704,2.2513711225814057,2.1851542319918678,2.224884271621704,9000,0.0,0.0
1999-01-15 00:00:00+05:30,2.251370685944901,2.251370685944901,2.072585384411566,2.1123154163360596,31000,0.0,0.0
1999-01-18 00:00:00+05:30,2.1123156176441857,2.1586673259735107,2.085828927170286,2.1586673259735107,9000,0.0,0.0
1999-01-19 00:00:00+05:30,2.218262807498613,2.218262807498613,2.1520460685389846,2.185154438018799,7500,0.0,0.0
1999-01-20 00:00:00+05:30,2.185154438018799,2.185154438018799,2.185154438018799,2.185154438018799,0,0.0,0.0
1999-01-21 00:00:00+05:30,2.05272070365184,2.1586676387726826,1.9467739264041484,2.152045965194702,10500,0.0,0.0
1999-01-22 00:00:00+05:30,2.185154016447411,2.238127555268339,2.1321806354996107,2.1586673259735107,4500,0.0,0.0
1999-01-25 00:00:00+05:30,2.152045653355036,2.1586673259735107,2.032855388349358,2.1586673259735107,15500,0.0,0.0
1999-01-26 00:00:00+05:30,2.1586673259735107,2.1586673259735107,2.1586673259735107,2.1586673259735107,0,0.0,0.0
1999-01-27 00:00:00+05:30,2.1189374923706055,2.1189374923706055,2.0659639484969685,2.1189374923706055,5000,0.0,0.0
1999-01-28 00:00:00+05:30,2.1189380337673334,2.171911433302732,2.092451333999634,2.092451333999634,8500,0.0,0.0
1999-01-29 00:00:00+05:30,2.118936974266269,2.145423660790218,1.9997467270353946,2.006368398666382,37000,0.0,0.0
1999-02-01 00:00:00+05:30,2.052720308303833,2.0659636529091645,2.052720308303833,2.052720308303833,7500,0.0,0.0
1999-02-02 00:00:00+05:30,2.118937088323475,2.118937088323475,1.9997468346768803,2.1123154163360596,34500,0.0,0.0
1999-02-03 00:00:00+05:30,2.1454241687512297,2.152045841949996,2.08582910996233,2.0990724563598633,60500,0.0,0.0
1999-02-04 00:00:00+05:30,2.1189371892036113,2.1189371892036113,2.052720308303833,2.052720308303833,30000,0.0,0.0
1999-02-05 00:00:00+05:30,2.10569384459828,2.1189371892036113,1.999746929882507,2.052720308303833,27500,0.0,0.0
1999-02-08 00:00:00+05:30,2.052720406996935,2.0792072553541843,2.052720406996935,2.0725855827331543,9500,0.0,0.0
1999-02-09 00:00:00+05:30,1.986504105708255,2.052720846082599,1.986504105708255,2.0262341499328613,9000,0.0,0.0
1999-02-10 00:00:00+05:30,2.1123157569055193,2.1189374299605497,1.9865038109868018,1.9997471570968628,13000,0.0,0.0
1999-02-11 00:00:00+05:30,2.052720846082599,2.052720846082599,1.986504105708255,2.0262341499328613,23000,0.0,0.0
1999-02-12 00:00:00+05:30,1.9865036010742188,2.052720324627444,1.9865036010742188,1.9865036010742188,86500,0.0,0.0
1999-02-15 00:00:00+05:30,1.9865036010742188,1.9865036010742188,1.9865036010742188,1.9865036010742188,3500,0.0,0.0
1999-02-16 00:00:00+05:30,2.059342167733792,2.059342167733792,1.9931254386901855,1.9931254386901855,4000,0.0,0.0
1999-02-17 00:00:00+05:30,1.9997471570968628,2.0394771954270454,1.9865038109868018,1.9997471570968628,3000,0.0,0.0
1999-02-18 00:00:00+05:30,1.9533952392976062,2.052720324627444,1.9533952392976062,1.9865036010742188,55000,0.0,0.0
1999-02-19 00:00:00+05:30,2.0196119628508313,2.0196119628508313,1.9202868775209936,1.9865036010742188,47500,0.0,0.0
1999-02-22 00:00:00+05:30,2.0527204004768054,2.0527204004768054,1.854070064603748,1.979882001876831,3500,0.0,0.0
1999-02-23 00:00:00+05:30,1.926908834661008,1.926908834661008,1.880556963450121,1.9070438146591187,12500,0.0,0.0
